FID,X1,Y1,X2,Y2,Ind,coordinate,edgeInd,Route,Direction,HwyId,distance,joinCount,joinCoun_1,joinCoun_2,joinCoun_3,joinCoun_4,joinCoun_0,center_X,center_Y
14,"-113,532.540263000000000","63,473.853548999999000","-113,132.712226000000000","63,774.082696999998000",14.000000000000000,"[[-113532.540263, 63473.853549, 0, 0], [-113132.71",35.000000000000000,50.000000000000000,E,0.000000000000000,500.000000479999980,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,"-113,332.626245000010000","63,623.968122999999000"
15,"-111,534.280809000000000","64,976.160963000002000","-111,211.856205000000000","65,352.496633000002000",15.000000000000000,"[[-111534.280809, 64976.160963, 0, 0], [-111497.77",14.000000000000000,50.000000000000000,E,0.000000000000000,499.999999440000010,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,"-111,351.613817000000000","65,145.918311900001000"
16,"-111,211.856205000000000","65,352.496633000002000","-111,066.382691000010000","65,829.051594000004000",16.000000000000000,"[[-111211.856205, 65352.496633, 0, 0], [-111208.37",25.000000000000000,50.000000000000000,E,0.000000000000000,500.000000460000020,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,"-111,122.840728000000000","65,585.510036499996000"
17,"-107,338.720610000000000","68,082.220858000001000","-106,885.273078000000000","68,292.869552999997000",17.000000000000000,"[[-107338.72061, 68082.220858, 0, 0], [-107332.229",15.000000000000000,50.000000000000000,E,0.000000000000000,500.000000520000010,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,"-107,111.834059000000000","68,187.208875299999000"
18,"-106,885.273078000000000","68,292.869552999997000","-106,460.530385000010000","68,555.753645000004000",18.000000000000000,"[[-106885.273078, 68292.869553, 0, 0], [-106797.02",38.000000000000000,50.000000000000000,E,0.000000000000000,499.999999860000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,"-106,669.602321000000000","68,418.680943400002000"
19,"-98,390.223704999997000","70,174.211253000001000","-97,890.736952000007000","70,196.860381000006000",19.000000000000000,"[[-98390.223705, 70174.211253, 0, 0], [-97890.7369",16.000000000000000,50.000000000000000,E,0.000000000000000,499.999999419999990,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,"-98,140.480328499994000","70,185.535816999996000"
20,"-97,890.736952000007000","70,196.860381000006000","-97,391.253672000006000","70,219.583599000005000",20.000000000000000,"[[-97890.736952, 70196.860381, 0, 0], [-97415.3674",27.000000000000000,50.000000000000000,E,0.000000000000000,500.000000070000000,4.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,2.000000000000000,2,"-97,640.993575200002000","70,208.184945000001000"
21,"-105,205.963877000000000","69,377.912712999998000","-104,789.878738000000000","69,655.131420000005000",21.000000000000000,"[[-105205.963877, 69377.912713, 0, 0], [-105137.71",17.000000000000000,50.000000000000000,E,0.000000000000000,499.999999600000020,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,"-104,998.379218999990000","69,517.199613100005000"
22,"-104,789.878738000000000","69,655.131420000005000","-104,358.592969000000000","69,904.439857999998000",22.000000000000000,"[[-104789.878738, 69655.13142, 0, 0], [-104697.469",39.000000000000000,50.000000000000000,E,0.000000000000000,499.999999660000010,5.000000000000000,0.000000000000000,0.000000000000000,2.000000000000000,3.000000000000000,0,"-104,581.800462000000000","69,793.707018100002000"
23,"-110,058.390564000000000","66,815.978344000003000","-109,605.183737000000000","67,027.168422999996000",23.000000000000000,"[[-110058.390564, 66815.978344, 0, 0], [-109985.71",18.000000000000000,50.000000000000000,E,0.000000000000000,499.999999600000020,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,"-109,831.928913000000000","66,921.875379399993000"
24,"-109,605.183737000000000","67,027.168422999996000","-109,151.693385000010000","67,237.754509999999000",24.000000000000000,"[[-109605.183737, 67027.168423, 0, 0], [-109151.69",57.000000000000000,50.000000000000000,E,0.000000000000000,499.999999399999980,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,"-109,378.438561000000000","67,132.461466499997000"
25,"-106,043.650435000000000","68,831.813576000000000","-105,625.547160000000000","69,106.004933000004000",25.000000000000000,"[[-106043.650435, 68831.813576, 0, 0], [-105824.80",19.000000000000000,50.000000000000000,E,0.000000000000000,499.999999950000020,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,"-105,835.369437999990000","68,970.085142800002000"
26,"-105,625.547160000000000","69,106.004933000004000","-105,205.963877000000000","69,377.912712999998000",26.000000000000000,"[[-105625.54716, 69106.004933, 0, 0], [-105552.348",49.000000000000000,50.000000000000000,E,0.000000000000000,500.000000230000010,4.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,2.000000000000000,1,"-105,415.419364000000000","69,241.452592100002000"
27,"-102,876.906621999990000","70,133.524246999994000","-102,381.932023000000000","70,204.235277000000000",27.000000000000000,"[[-102876.906622, 70133.524247, 0, 0], [-102514.15",20.000000000000000,50.000000000000000,E,0.000000000000000,500.000000199999990,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,"-102,629.406010000010000","70,168.786790400001000"
28,"-102,381.932023000000000","70,204.235277000000000","-101,884.634779999990000","70,240.257861999999000",28.000000000000000,"[[-102381.932023, 70204.235277, 0, 0], [-102157.88",44.000000000000000,50.000000000000000,E,0.000000000000000,500.000000800000010,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,"-102,134.314949000010000","70,238.357128200005000"
29,"-103,371.766015000000000","70,062.038453000001000","-102,876.906621999990000","70,133.524246999994000",29.000000000000000,"[[-103371.766015, 70062.038453, 0, 0], [-103189.41",21.000000000000000,50.000000000000000,E,0.000000000000000,499.999998979999990,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,"-103,124.407234000000000","70,098.261704100005000"
